variant_slug,support,canal,type,date,periodicite,specs_techniques,notes
la-depeche-veterinaire::print,LA DEPECHE VETERINAIRE,Print,Parution,19/12/2026,Hebdomadaire,,
la-depeche-veterinaire::print,LA DEPECHE VETERINAIRE,Print,Bouclage,10/12/2026,Hebdomadaire,,
la-depeche-veterinaire::print,LA DEPECHE VETERINAIRE,Print,Parution,25/12/2026,Hebdomadaire,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/01/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/02/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/03/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/04/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/05/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/06/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/09/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/10/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/11/2025,Mensuel,,
dermatologie-pratique::print,DERMATOLOGIE PRATIQUE,Print,Parution,25/12/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/01/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/03/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/04/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/05/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/06/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/07/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/09/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/10/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/11/2025,Mensuel,,
diabete-et-obesite::print,DIABETE ET OBESITE,Print,Parution,30/12/2025,Mensuel,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Bouclage,28/01/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Parution,25/02/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Bouclage,25/03/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Parution,25/04/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Bouclage,27/05/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Parution,25/06/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Bouclage,30/09/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Parution,25/10/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Bouclage,25/11/2025,5 Numéros / an,,
diabetologie-pratique::print,DIABETOLOGIE PRATIQUE,Print,Parution,25/12/2025,5 Numéros / an,,
direction::print,DIRECTION,Print,Bouclage,24/02/2025,Bimestriel,,
direction::print,DIRECTION,Print,Parution,15/03/2025,Bimestriel,,
direction::print,DIRECTION,Print,Bouclage,15/04/2025,Bimestriel,,
direction::print,DIRECTION,Print,Parution,15/05/2025,Bimestriel,,
direction::print,DIRECTION,Print,Bouclage,15/06/2025,Bimestriel,,
direction::print,DIRECTION,Print,Parution,12/07/2025,Bimestriel,,
direction::print,DIRECTION,Print,Bouclage,15/09/2025,Bimestriel,,
direction::print,DIRECTION,Print,Parution,06/10/2025,Bimestriel,,
direction::print,DIRECTION,Print,Bouclage,15/11/2025,Bimestriel,,
direction::print,DIRECTION,Print,Parution,10/12/2025,Bimestriel,,
direction-s::print,DIRECTION(S),Print,Bouclage,18/03/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,08/04/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,22/04/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,13/05/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,20/05/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,10/06/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,17/06/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,08/07/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,25/07/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,15/08/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,16/09/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,07/10/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,14/10/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,04/11/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Bouclage,16/11/2025,Mensuel,,
direction-s::print,DIRECTION(S),Print,Parution,07/12/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,27/02/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,20/03/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,19/03/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,09/04/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,30/04/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,21/05/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,03/06/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,24/06/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,18/06/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,09/07/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,21/07/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,11/08/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,17/09/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,08/10/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,17/10/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,07/11/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Bouclage,19/11/2025,Mensuel,,
droit-de-la-famille::print,DROIT DE LA FAMILLE,Print,Parution,10/12/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,24/02/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,17/03/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,24/03/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,14/04/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,25/04/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,16/05/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,27/05/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,17/06/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,24/06/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,15/07/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,01/09/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,22/09/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,29/09/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,20/10/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,29/10/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,19/11/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Bouclage,24/11/2025,Mensuel,,
droit-penal::print,DROIT PENAL,Print,Parution,15/12/2025,Mensuel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Bouclage,18/02/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Parution,25/02/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Bouclage,31/03/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Parution,07/04/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Bouclage,02/06/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Parution,09/06/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Bouclage,29/09/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Parution,06/10/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Bouclage,24/11/2025,Bimestriel,,
dynamique-entrepreneuriale::print,DYNAMIQUE ENTREPRENEURIALE,Print,Parution,01/12/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Bouclage,02/06/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Parution,23/06/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Bouclage,28/07/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Parution,13/09/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Bouclage,27/10/2025,Bimestriel,,
l-eclaireur-des-coiffeur::print,L'ECLAIREUR DES COIFFEURS,Print,Parution,17/11/2025,Bimestriel,,
ecommerce::print,ECOMMERCE,Print,Bouclage,19/02/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Parution,05/03/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Bouclage,18/05/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Parution,05/06/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Bouclage,26/08/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Parution,11/09/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Parution,04/11/2026,4 Numéros / an,,
ecommerce::print,ECOMMERCE,Print,Parution,20/11/2026,4 Numéros / an,,
egora::print,EGORA,Print,Bouclage,08/01/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,23/01/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,05/02/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,19/02/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,12/03/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,26/03/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,09/04/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,23/04/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,06/05/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,21/05/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,04/06/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,18/06/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,03/09/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,17/09/2026,Bimensuel,,
egora::print,EGORA,Print,Bouclage,01/10/2025,Bimensuel,,
egora::print,EGORA,Print,Bouclage,15/10/2025,Bimensuel,,
egora::print,EGORA,Print,Bouclage,29/10/2025,Bimensuel,,
egora::print,EGORA,Print,Bouclage,12/11/2025,Bimensuel,,
egora::print,EGORA,Print,Bouclage,26/11/2025,Bimensuel,,
egora::print,EGORA,Print,Bouclage,10/12/2025,Bimensuel,,
egora::print,EGORA,Print,Parution,13/01/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,27/01/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,10/02/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,24/02/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,17/03/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,31/03/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,14/04/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,28/04/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,12/05/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,26/05/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,10/06/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,23/06/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,08/09/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,22/09/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,06/10/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,20/10/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,03/11/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,17/11/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,01/12/2026,Bimensuel,,
egora::print,EGORA,Print,Parution,15/12/2026,Bimensuel,,
electricien::print,ELECTRICIEN +,Print,Bouclage,,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Parution,09/03/2026,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Bouclage,,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Parution,08/06/2026,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Bouclage,,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Parution,10 octobre et 5 novembre,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Bouclage,,4 numéros,,
electricien::print,ELECTRICIEN +,Print,Parution,18 décembre et 14 janvier,4 numéros,,
emarketing::print,EMARKETING,Print,Bouclage,03/03/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Parution,18/03/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Bouclage,19/05/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Parution,05/06/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Bouclage,27/08/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Parution,11/09/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Bouclage,03/11/2026,4 Numéros / an,,
emarketing::print,EMARKETING,Print,Parution,20/11/2026,4 Numéros / an,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,30/01/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,17/02/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,03/04/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,22/04/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,19/06/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,30/06/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,07/07/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,25/09/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,13/10/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Bouclage,20/11/2025,Bimestriel,,
l-enseignant::print,L'ENSEIGNANT,Print,Parution,08/12/2025,Bimestriel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,24/01/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,05/02/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,28/02/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,12/03/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,28/03/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,09/04/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,25/04/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,07/05/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,30/05/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,11/06/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,27/06/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,09/07/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,29/08/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,10/09/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,26/09/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,08/10/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,31/10/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,12/11/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Bouclage,28/11/2025,Mensuel,,
entreprendre::print,ENTREPRENDRE,Print,Parution,10/12/2025,Mensuel,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,05/12/2024,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,26/12/2024,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,10/02/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,03/03/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,10/04/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,01/05/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,12/06/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,03/07/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,12/08/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,02/09/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Bouclage,08/10/2025,8 Numéros / an,,
entrepreneurs-des-territoires::print,ENTREPRENEURS DES TERRITOIRES,Print,Parution,29/10/2025,8 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,10/02/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,10/04/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,12/06/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,12/08/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,15/09/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,08/10/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Bouclage,05/12/2026,6 Numéros / an,,
entretien-textile::print,ENTRETIEN TEXTILE,Print,Parution,,6 Numéros / an,,
envies-nomades::print,ENVIES NOMADES,Print,Bouclage,25/02/2026,Bi annuel,,
envies-nomades::print,ENVIES NOMADES,Print,Parution,05/03/2026,Bi annuel,,
envies-nomades::print,ENVIES NOMADES,Print,Bouclage,25/08/2026,Bi annuel,,
envies-nomades::print,ENVIES NOMADES,Print,Parution,05/09/2026,Bi annuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,09/01/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,20/01/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,07/03/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,17/03/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,05/05/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,12/05/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,07/07/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,12/07/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,05/09/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,18/09/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,15/09/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,02/10/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Bouclage,04/11/2025,Mensuel,,
environnement-magazine::print,ENVIRONNEMENT MAGAZINE,Print,Parution,13/11/2025,Mensuel,,
essentiel-optique::print,ESSENTIEL OPTIQUE,Print,Bouclage,21 jours avant parution,,,
essentiel-optique::print,ESSENTIEL OPTIQUE,Print,Parution,25 de chaque mois sauf juillet août,,,
estetica::print,ESTETICA,Print,Bouclage,14/03/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,04/04/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Bouclage,06/05/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,27/05/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Bouclage,10/06/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,01/07/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Bouclage,22/07/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,12/08/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Bouclage,17/10/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,07/11/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Bouclage,21/11/2025,7 Numéros / an,,
estetica::print,ESTETICA,Print,Parution,12/12/2025,7 Numéros / an,,
etancheite-info::print,ETANCHEITE.INFO,Print,Bouclage,05/02/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Parution,15/03/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Bouclage,15/05/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Parution,15/06/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Bouclage,25/7/0202,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Parution,15/09/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Bouclage,15/11/2026,Trimestriel,,
etancheite-info::print,ETANCHEITE.INFO,Print,Parution,15/12/2026,Trimestriel,,
exe::print,EXE,Print,Bouclage,03/02/2026,Trimestriel,,
exe::print,EXE,Print,Parution,24/02/2026,Trimestriel,,
exe::print,EXE,Print,Bouclage,10/04/2026,Trimestriel,,
exe::print,EXE,Print,Parution,28/04/2026,Trimestriel,,
exe::print,EXE,Print,Bouclage,04/07/2026,Trimestriel,,
exe::print,EXE,Print,Parution,21/07/2026,Trimestriel,,
exe::print,EXE,Print,Bouclage,09/10/2026,Trimestriel,,
exe::print,EXE,Print,Parution,30/10/2026,Trimestriel,,
expert::print,EXPERT,Print,Bouclage,Février,4 numéros,,
expert::print,EXPERT,Print,Parution,Mars,4 numéros,,
expert::print,EXPERT,Print,Bouclage,Mai,4 numéros,,
expert::print,EXPERT,Print,Parution,Juin,4 numéros,,
expert::print,EXPERT,Print,Bouclage,Juillet,4 numéros,,
expert::print,EXPERT,Print,Parution,Septembre,4 numéros,,
expert::print,EXPERT,Print,Bouclage,Novembre,4 numéros,,
expert::print,EXPERT,Print,Parution,Décembre,4 numéros,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,31/01/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,24/02/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,28/02/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,24/03/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,04/04/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,29/04/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,02/05/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,27/05/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,06/06/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,30/06/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Bouclage,02/07/2025,Mensuel,,
expressions-pharma::print,EXPRESSIONS PHARMA,Print,Parution,30/07/2025,Mensuel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Bouclage,23/03/2026,Bimestriel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Parution,20/04/2026,Bimestriel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Bouclage,22/06/2026,Bimestriel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Parution,24/08/2026,Bimestriel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Bouclage,19/10/2026,Bimestriel,,
expression-cosmetique::print,EXPRESSION COSMETIQUE,Print,Parution,18/11/2026,Bimestriel,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Bouclage,12/01/2026,,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Parution,30/01/2026,,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Bouclage,02/03/2026,,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Parution,20/03/2026,,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Bouclage,27/04/2026,,,
fenetre-sur-cours,FENETRE SUR COURS,Print,Parution,15/05/2026,,,
